	reporter	partner	transport	Tradelane	year	FLOW	cargo	KG	EUR	ExIm
26276	SK	BY	Road	BY-SK	2019	1	 95 - TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF	845	8258	Import
26277	SK	BY	Road	BY-SK	2019	1	 96 - MISCELLANEOUS MANUFACTURED ARTICLES	2	44	Import
26278	SK	BY	Road	BY-SK	2020	1	11 - PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN	2400	2162	Import
26279	SK	BY	Road	BY-SK	2020	1	48 - PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD	564736	348476	Import
26280	SK	BY	Road	BY-SK	2020	1	56 - WADDING, FELT AND NONWOVENS; SPECIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF	181386	359324	Import
26281	SK	BY	Road	BY-SK	2020	1	84 - NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF	72702	273963	Import
26282	SK	BY	Road	BY-SK	2020	1	 12 - OIL SEEDS AND OLEAGINOUS FRUITS; MISCELLANEOUS GRAINS, SEEDS AND FRUIT; INDUSTRIAL OR MEDICINAL PLANTS; STRAW AND FODDER	22000	10890	Import
26283	SK	BY	Road	BY-SK	2020	1	 22 - BEVERAGES, SPIRITS AND VINEGAR	75451	78074	Import
26284	SK	BY	Road	BY-SK	2020	1	 23 - RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODDER	8015	1003	Import
26285	SK	BY	Road	BY-SK	2020	1	 24 - TOBACCO AND MANUFACTURED TOBACCO SUBSTITUTES	200	1546	Import
26286	SK	BY	Road	BY-SK	2020	1	 27 - MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES	8041628	929833	Import
26287	SK	BY	Road	BY-SK	2020	1	 29 - ORGANIC CHEMICALS	40520	24827	Import
26288	SK	BY	Road	BY-SK	2020	1	 3 - FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES	4608	24418	Import
26289	SK	BY	Road	BY-SK	2020	1	 30 - PHARMACEUTICAL PRODUCTS	3617	93611	Import
26290	SK	BY	Road	BY-SK	2020	1	 31 - FERTILISERS	3150	4350	Import
26291	SK	BY	Road	BY-SK	2020	1	 32 - TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERIVATIVES; DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VARNISHES; PUTTY AND OTHER MASTICS; INKS	20352	44111	Import
26292	SK	BY	Road	BY-SK	2020	1	 35 - ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES	4395	10405	Import
26293	SK	BY	Road	BY-SK	2020	1	 38 - MISCELLANEOUS CHEMICAL PRODUCTS	19437	15954	Import
26294	SK	BY	Road	BY-SK	2020	1	 39 - PLASTICS AND ARTICLES THEREOF	1525462	3838362	Import
26295	SK	BY	Road	BY-SK	2020	1	 40 - RUBBER AND ARTICLES THEREOF	5	31	Import
26296	SK	BY	Road	BY-SK	2020	1	 42 - ARTICLES OF LEATHER; SADDLERY AND HARNESS; TRAVEL GOODS, HANDBAGS AND SIMILAR CONTAINERS; ARTICLES OF ANIMAL GUT (OTHER THAN SILKWORM GUT)	7	155	Import
26297	SK	BY	Road	BY-SK	2020	1	 44 - WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL	5481120	1983929	Import
26298	SK	BY	Road	BY-SK	2020	1	 49 - PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS	1	2	Import
26299	SK	BY	Road	BY-SK	2020	1	 53 - OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN	954	10273	Import
26300	SK	BY	Road	BY-SK	2020	1	 54 - MAN-MADE FILAMENTS; STRIP AND THE LIKE OF MAN-MADE TEXTILE MATERIALS	150005	331589	Import
26301	SK	BY	Road	BY-SK	2020	1	 58 - SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY	5	106	Import
26302	SK	BY	Road	BY-SK	2020	1	 59 - IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE	220815	885404	Import
26303	SK	BY	Road	BY-SK	2020	1	 62 - ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED	17848	537251	Import
26304	SK	BY	Road	BY-SK	2020	1	 63 - OTHER MADE-UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS	995	11185	Import
26305	SK	BY	Road	BY-SK	2020	1	 68 - ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS	7588212	1854994	Import
26306	SK	BY	Road	BY-SK	2020	1	 69 - CERAMIC PRODUCTS	189320	57935	Import
26307	SK	BY	Road	BY-SK	2020	1	 70 - GLASS AND GLASSWARE	42131	88320	Import
26308	SK	BY	Road	BY-SK	2020	1	 72 - IRON AND STEEL	1267830	652705	Import
26309	SK	BY	Road	BY-SK	2020	1	 73 - ARTICLES OF IRON OR STEEL	8620090	12182519	Import
26310	SK	BY	Road	BY-SK	2020	1	 74 - COPPER AND ARTICLES THEREOF	1	0	Import
26311	SK	BY	Road	BY-SK	2020	1	 76 - ALUMINIUM AND ARTICLES THEREOF	26678	189125	Import
26312	SK	BY	Road	BY-SK	2020	1	 83 - MISCELLANEOUS ARTICLES OF BASE METAL	126018	204489	Import
26313	SK	BY	Road	BY-SK	2020	1	 85 - ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS, AND PARTS AND ACCESSORIES OF SUCH ARTICLES	550435	1362731	Import
26314	SK	BY	Road	BY-SK	2020	1	 87 - VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF	1703492	6255346	Import
26315	SK	BY	Road	BY-SK	2020	1	 90 - OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING, CHECKING, PRECISION, MEDICAL OR SURGICAL INSTRUMENTS AND APPARATUS; PARTS AND ACCESSORIES THEREOF	1721733	17581184	Import
26316	SK	BY	Road	BY-SK	2020	1	 94 - FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHINGS; LAMPS AND LIGHTING FITTINGS, NOT ELSEWHERE SPECIFIED OR INCLUDED; ILLUMINATED SIGNS, ILLUMINATED NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS	458336	880161	Import
26317	SK	BY	Road	BY-SK	2020	1	 96 - MISCELLANEOUS MANUFACTURED ARTICLES	3609	3052	Import
26318	SK	BY	Road	BY-SK	2021	1	48 - PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD	236087	137682	Import
26319	SK	BY	Road	BY-SK	2021	1	56 - WADDING, FELT AND NONWOVENS; SPECIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF	171751	384844	Import
26320	SK	BY	Road	BY-SK	2021	1	84 - NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF	36150	246908	Import
26321	SK	BY	Road	BY-SK	2021	1	 27 - MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES	7380497	969766	Import
26322	SK	BY	Road	BY-SK	2021	1	 29 - ORGANIC CHEMICALS	62507	65825	Import
26323	SK	BY	Road	BY-SK	2021	1	 3 - FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES	4992	26260	Import
26324	SK	BY	Road	BY-SK	2021	1	 30 - PHARMACEUTICAL PRODUCTS	2959	69840	Import
26325	SK	BY	Road	BY-SK	2021	1	 32 - TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERIVATIVES; DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VARNISHES; PUTTY AND OTHER MASTICS; INKS	73255	139193	Import
26326	SK	BY	Road	BY-SK	2021	1	 35 - ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES	12221	32091	Import
26327	SK	BY	Road	BY-SK	2021	1	 39 - PLASTICS AND ARTICLES THEREOF	2368155	6367231	Import
26328	SK	BY	Road	BY-SK	2021	1	 40 - RUBBER AND ARTICLES THEREOF	162481	385107	Import
26329	SK	BY	Road	BY-SK	2021	1	 44 - WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL	6257562	3138017	Import
26330	SK	BY	Road	BY-SK	2021	1	 49 - PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS	8	63	Import
26331	SK	BY	Road	BY-SK	2021	1	 51 - WOOL, FINE OR COARSE ANIMAL HAIR; HORSEHAIR YARN AND WOVEN FABRIC	24	652	Import
26332	SK	BY	Road	BY-SK	2021	1	 52 - COTTON	42	895	Import
26333	SK	BY	Road	BY-SK	2021	1	 53 - OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN	1152	14350	Import
26334	SK	BY	Road	BY-SK	2021	1	 54 - MAN-MADE FILAMENTS; STRIP AND THE LIKE OF MAN-MADE TEXTILE MATERIALS	163874	387984	Import
26335	SK	BY	Road	BY-SK	2021	1	 55 - MAN-MADE STAPLE FIBRES	20870	29127	Import
26336	SK	BY	Road	BY-SK	2021	1	 58 - SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY	8	139	Import
26337	SK	BY	Road	BY-SK	2021	1	 59 - IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE	168336	729043	Import
26338	SK	BY	Road	BY-SK	2021	1	 60 - KNITTED OR CROCHETED FABRICS	39	1025	Import
26339	SK	BY	Road	BY-SK	2021	1	 62 - ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED	9689	266876	Import
26340	SK	BY	Road	BY-SK	2021	1	 63 - OTHER MADE-UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS	562	6633	Import
26341	SK	BY	Road	BY-SK	2021	1	 66 - UMBRELLAS, SUN UMBRELLAS, WALKING STICKS, SEAT-STICKS, WHIPS, RIDING-CROPS AND PARTS THEREOF	4	680	Import
26342	SK	BY	Road	BY-SK	2021	1	 68 - ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS	7366184	1931231	Import
26343	SK	BY	Road	BY-SK	2021	1	 69 - CERAMIC PRODUCTS	167484	52769	Import
26344	SK	BY	Road	BY-SK	2021	1	 70 - GLASS AND GLASSWARE	107000	226359	Import
26345	SK	BY	Road	BY-SK	2021	1	 72 - IRON AND STEEL	1248564	997217	Import
26346	SK	BY	Road	BY-SK	2021	1	 73 - ARTICLES OF IRON OR STEEL	8520393	12498379	Import
26347	SK	BY	Road	BY-SK	2021	1	 76 - ALUMINIUM AND ARTICLES THEREOF	21926	180650	Import
26348	SK	BY	Road	BY-SK	2021	1	 82 - TOOLS, IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL	24	122	Import
26349	SK	BY	Road	BY-SK	2021	1	 83 - MISCELLANEOUS ARTICLES OF BASE METAL	125730	345523	Import
26350	SK	BY	Road	BY-SK	2021	1	 85 - ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS, AND PARTS AND ACCESSORIES OF SUCH ARTICLES	793916	2886735	Import
26351	SK	BY	Road	BY-SK	2021	1	 87 - VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF	8199	94580	Import
26352	SK	BY	Road	BY-SK	2021	1	 90 - OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING, CHECKING, PRECISION, MEDICAL OR SURGICAL INSTRUMENTS AND APPARATUS; PARTS AND ACCESSORIES THEREOF	795	9030	Import
26353	SK	BY	Road	BY-SK	2021	1	 91 - CLOCKS AND WATCHES AND PARTS THEREOF	441	3688	Import
26354	SK	BY	Road	BY-SK	2021	1	 93 - ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF	16531	167872	Import
26355	SK	BY	Road	BY-SK	2021	1	 94 - FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHINGS; LAMPS AND LIGHTING FITTINGS, NOT ELSEWHERE SPECIFIED OR INCLUDED; ILLUMINATED SIGNS, ILLUMINATED NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS	763890	1397516	Import
26356	SK	BY	Road	BY-SK	2021	1	 96 - MISCELLANEOUS MANUFACTURED ARTICLES	14	393	Import
26357	SK	BY	Road	BY-SK	2022	1	11 - PRODUCTS OF THE MILLING INDUSTRY; MALT; STARCHES; INULIN; WHEAT GLUTEN	2500	2790	Import
26358	SK	BY	Road	BY-SK	2022	1	48 - PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD	228137	272609	Import
26359	SK	BY	Road	BY-SK	2022	1	56 - WADDING, FELT AND NONWOVENS; SPECIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF	10024	23953	Import
26360	SK	BY	Road	BY-SK	2022	1	84 - NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF	12416	120842	Import
26361	SK	BY	Road	BY-SK	2022	1	 14 - VEGETABLE PLAITING MATERIALS; VEGETABLE PRODUCTS NOT ELSEWHERE SPECIFIED OR INCLUDED	131600	31496	Import
26362	SK	BY	Road	BY-SK	2022	1	 27 - MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES	8137326	1257891	Import
26363	SK	BY	Road	BY-SK	2022	1	 29 - ORGANIC CHEMICALS	78500	63585	Import
26364	SK	BY	Road	BY-SK	2022	1	 30 - PHARMACEUTICAL PRODUCTS	888	22684	Import
26365	SK	BY	Road	BY-SK	2022	1	 31 - FERTILISERS	10120	18430	Import
26366	SK	BY	Road	BY-SK	2022	1	 32 - TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERIVATIVES; DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VARNISHES; PUTTY AND OTHER MASTICS; INKS	8662	27802	Import
26367	SK	BY	Road	BY-SK	2022	1	 35 - ALBUMINOIDAL SUBSTANCES; MODIFIED STARCHES; GLUES; ENZYMES	4313	14051	Import
26368	SK	BY	Road	BY-SK	2022	1	 39 - PLASTICS AND ARTICLES THEREOF	270311	1730846	Import
26369	SK	BY	Road	BY-SK	2022	1	 40 - RUBBER AND ARTICLES THEREOF	626	3592	Import
26370	SK	BY	Road	BY-SK	2022	1	 44 - WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL	1759123	1518773	Import
26371	SK	BY	Road	BY-SK	2022	1	 49 - PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS	10422	1106	Import
26372	SK	BY	Road	BY-SK	2022	1	 52 - COTTON	135	997	Import
26373	SK	BY	Road	BY-SK	2022	1	 53 - OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN	405	5047	Import
26374	SK	BY	Road	BY-SK	2022	1	 54 - MAN-MADE FILAMENTS; STRIP AND THE LIKE OF MAN-MADE TEXTILE MATERIALS	115203	223459	Import
26375	SK	BY	Road	BY-SK	2022	1	 59 - IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE	110180	542603	Import
26376	SK	BY	Road	BY-SK	2022	1	 63 - OTHER MADE-UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS	404	6398	Import
26377	SK	BY	Road	BY-SK	2022	1	 68 - ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS	5355432	2555179	Import
26378	SK	BY	Road	BY-SK	2022	1	 69 - CERAMIC PRODUCTS	104317	36769	Import
26379	SK	BY	Road	BY-SK	2022	1	 70 - GLASS AND GLASSWARE	125610	91778	Import
26380	SK	BY	Road	BY-SK	2022	1	 72 - IRON AND STEEL	213002	197344	Import
26381	SK	BY	Road	BY-SK	2022	1	 73 - ARTICLES OF IRON OR STEEL	4065690	7110920	Import
26382	SK	BY	Road	BY-SK	2022	1	 76 - ALUMINIUM AND ARTICLES THEREOF	10759	99379	Import
26383	SK	BY	Road	BY-SK	2022	1	 79 - ZINC AND ARTICLES THEREOF	547	555	Import
26384	SK	BY	Road	BY-SK	2022	1	 82 - TOOLS, IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL	200	432	Import
26385	SK	BY	Road	BY-SK	2022	1	 83 - MISCELLANEOUS ARTICLES OF BASE METAL	88028	305460	Import
26386	SK	BY	Road	BY-SK	2022	1	 85 - ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS, AND PARTS AND ACCESSORIES OF SUCH ARTICLES	351441	1592624	Import
26387	SK	BY	Road	BY-SK	2022	1	 87 - VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF	13699	47494	Import
26388	SK	BY	Road	BY-SK	2022	1	 90 - OPTICAL, PHOTOGRAPHIC, CINEMATOGRAPHIC, MEASURING, CHECKING, PRECISION, MEDICAL OR SURGICAL INSTRUMENTS AND APPARATUS; PARTS AND ACCESSORIES THEREOF	1435	50433	Import
26389	SK	BY	Road	BY-SK	2022	1	 94 - FURNITURE; BEDDING, MATTRESSES, MATTRESS SUPPORTS, CUSHIONS AND SIMILAR STUFFED FURNISHINGS; LAMPS AND LIGHTING FITTINGS, NOT ELSEWHERE SPECIFIED OR INCLUDED; ILLUMINATED SIGNS, ILLUMINATED NAMEPLATES AND THE LIKE; PREFABRICATED BUILDINGS	1200091	2268294	Import
26390	SK	BY	Road	BY-SK	2022	1	 95 - TOYS, GAMES AND SPORTS REQUISITES; PARTS AND ACCESSORIES THEREOF	1085	14918	Import
26391	SK	BY	Road	BY-SK	2022	1	 96 - MISCELLANEOUS MANUFACTURED ARTICLES	3940	3250	Import
26392	SK	BY	Road	SK-BY	2018	2	10 - CEREALS	443744	1690411	Export
26393	SK	BY	Road	SK-BY	2018	2	17 - SUGARS AND SUGAR CONFECTIONERY	283000	141430	Export
26394	SK	BY	Road	SK-BY	2018	2	25 - SALT; SULPHUR; EARTHS AND STONE; PLASTERING MATERIALS, LIME AND CEMENT	1638670	215933	Export
26395	SK	BY	Road	SK-BY	2018	2	41 - RAW HIDES AND SKINS (OTHER THAN FURSKINS) AND LEATHER	42000	5250	Export
26396	SK	BY	Road	SK-BY	2018	2	48 - PAPER AND PAPERBOARD; ARTICLES OF PAPER PULP, OF PAPER OR OF PAPERBOARD	263965	385453	Export
26397	SK	BY	Road	SK-BY	2018	2	56 - WADDING, FELT AND NONWOVENS; SPECIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF	3730	26171	Export
26398	SK	BY	Road	SK-BY	2018	2	65 - HEADGEAR AND PARTS THEREOF	222	4565	Export
26399	SK	BY	Road	SK-BY	2018	2	84 - NUCLEAR REACTORS, BOILERS, MACHINERY AND MECHANICAL APPLIANCES; PARTS THEREOF	1478742	22563227	Export
26400	SK	BY	Road	SK-BY	2018	2	 18 - COCOA AND COCOA PREPARATIONS	353	2940	Export
26401	SK	BY	Road	SK-BY	2018	2	 19 - PREPARATIONS OF CEREALS, FLOUR, STARCH OR MILK; PASTRYCOOKS' PRODUCTS	46172	140633	Export
26402	SK	BY	Road	SK-BY	2018	2	 2 - MEAT AND EDIBLE MEAT OFFAL	100000	33760	Export
26403	SK	BY	Road	SK-BY	2018	2	 21 - MISCELLANEOUS EDIBLE PREPARATIONS	483564	2911054	Export
26404	SK	BY	Road	SK-BY	2018	2	 22 - BEVERAGES, SPIRITS AND VINEGAR	85230	49225	Export
26405	SK	BY	Road	SK-BY	2018	2	 23 - RESIDUES AND WASTE FROM THE FOOD INDUSTRIES; PREPARED ANIMAL FODDER	40000	300000	Export
26406	SK	BY	Road	SK-BY	2018	2	 27 - MINERAL FUELS, MINERAL OILS AND PRODUCTS OF THEIR DISTILLATION; BITUMINOUS SUBSTANCES; MINERAL WAXES	673	1984	Export
26407	SK	BY	Road	SK-BY	2018	2	 28 - INORGANIC CHEMICALS; ORGANIC OR INORGANIC COMPOUNDS OF PRECIOUS METALS, OF RARE-EARTH METALS, OF RADIOACTIVE ELEMENTS OR OF ISOTOPES	1073750	1428790	Export
26408	SK	BY	Road	SK-BY	2018	2	 29 - ORGANIC CHEMICALS	60	336	Export
26409	SK	BY	Road	SK-BY	2018	2	 30 - PHARMACEUTICAL PRODUCTS	219	87713	Export
26410	SK	BY	Road	SK-BY	2018	2	 31 - FERTILISERS	21600	54000	Export
26411	SK	BY	Road	SK-BY	2018	2	 32 - TANNING OR DYEING EXTRACTS; TANNINS AND THEIR DERIVATIVES; DYES, PIGMENTS AND OTHER COLOURING MATTER; PAINTS AND VARNISHES; PUTTY AND OTHER MASTICS; INKS	13111	89612	Export
26412	SK	BY	Road	SK-BY	2018	2	 34 - SOAP, ORGANIC SURFACE-ACTIVE AGENTS, WASHING PREPARATIONS, LUBRICATING PREPARATIONS, ARTIFICIAL WAXES, PREPARED WAXES, POLISHING OR SCOURING PREPARATIONS, CANDLES AND SIMILAR ARTICLES, MODELLING PASTES, ‘DENTAL WAXES’ AND DENTAL PREPARATIONS WITH A BASIS OF PLASTER	69170	81009	Export
26413	SK	BY	Road	SK-BY	2018	2	 38 - MISCELLANEOUS CHEMICAL PRODUCTS	566732	1802687	Export
26414	SK	BY	Road	SK-BY	2018	2	 39 - PLASTICS AND ARTICLES THEREOF	990624	4598932	Export
26415	SK	BY	Road	SK-BY	2018	2	 40 - RUBBER AND ARTICLES THEREOF	650865	2200585	Export
26416	SK	BY	Road	SK-BY	2018	2	 42 - ARTICLES OF LEATHER; SADDLERY AND HARNESS; TRAVEL GOODS, HANDBAGS AND SIMILAR CONTAINERS; ARTICLES OF ANIMAL GUT (OTHER THAN SILKWORM GUT)	18	1813	Export
26417	SK	BY	Road	SK-BY	2018	2	 44 - WOOD AND ARTICLES OF WOOD; WOOD CHARCOAL	107821	434342	Export
26418	SK	BY	Road	SK-BY	2018	2	 49 - PRINTED BOOKS, NEWSPAPERS, PICTURES AND OTHER PRODUCTS OF THE PRINTING INDUSTRY; MANUSCRIPTS, TYPESCRIPTS AND PLANS	17385	80167	Export
26419	SK	BY	Road	SK-BY	2018	2	 5 - PRODUCTS OF ANIMAL ORIGIN, NOT ELSEWHERE SPECIFIED OR INCLUDED	462000	59325	Export
26420	SK	BY	Road	SK-BY	2018	2	 52 - COTTON	409	3708	Export
26421	SK	BY	Road	SK-BY	2018	2	 53 - OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN	1343	5793	Export
26422	SK	BY	Road	SK-BY	2018	2	 54 - MAN-MADE FILAMENTS; STRIP AND THE LIKE OF MAN-MADE TEXTILE MATERIALS	1165375	4094782	Export
26423	SK	BY	Road	SK-BY	2018	2	 55 - MAN-MADE STAPLE FIBRES	9428	155566	Export
26424	SK	BY	Road	SK-BY	2018	2	 58 - SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY	2176	20199	Export
26425	SK	BY	Road	SK-BY	2018	2	 59 - IMPREGNATED, COATED, COVERED OR LAMINATED TEXTILE FABRICS; TEXTILE ARTICLES OF A KIND SUITABLE FOR INDUSTRIAL USE	1096	11128	Export
26426	SK	BY	Road	SK-BY	2018	2	 60 - KNITTED OR CROCHETED FABRICS	75518	396691	Export
26427	SK	BY	Road	SK-BY	2018	2	 62 - ARTICLES OF APPAREL AND CLOTHING ACCESSORIES, NOT KNITTED OR CROCHETED	518	31122	Export
26428	SK	BY	Road	SK-BY	2018	2	 63 - OTHER MADE-UP TEXTILE ARTICLES; SETS; WORN CLOTHING AND WORN TEXTILE ARTICLES; RAGS	1417	11366	Export
26429	SK	BY	Road	SK-BY	2018	2	 68 - ARTICLES OF STONE, PLASTER, CEMENT, ASBESTOS, MICA OR SIMILAR MATERIALS	195896	167591	Export
26430	SK	BY	Road	SK-BY	2018	2	 69 - CERAMIC PRODUCTS	320121	404187	Export
26431	SK	BY	Road	SK-BY	2018	2	 70 - GLASS AND GLASSWARE	283	2503	Export
26432	SK	BY	Road	SK-BY	2018	2	 72 - IRON AND STEEL	2546332	2755907	Export
26433	SK	BY	Road	SK-BY	2018	2	 73 - ARTICLES OF IRON OR STEEL	1375448	3034250	Export
26434	SK	BY	Road	SK-BY	2018	2	 74 - COPPER AND ARTICLES THEREOF	2512	26314	Export
26435	SK	BY	Road	SK-BY	2018	2	 76 - ALUMINIUM AND ARTICLES THEREOF	35671	181241	Export
26436	SK	BY	Road	SK-BY	2018	2	 79 - ZINC AND ARTICLES THEREOF	112658	429365	Export
26437	SK	BY	Road	SK-BY	2018	2	 81 - OTHER BASE METALS; CERMETS; ARTICLES THEREOF	7	343	Export
26438	SK	BY	Road	SK-BY	2018	2	 82 - TOOLS, IMPLEMENTS, CUTLERY, SPOONS AND FORKS, OF BASE METAL; PARTS THEREOF OF BASE METAL	4118	35557	Export
26439	SK	BY	Road	SK-BY	2018	2	 83 - MISCELLANEOUS ARTICLES OF BASE METAL	2343252	5006192	Export
26440	SK	BY	Road	SK-BY	2018	2	 85 - ELECTRICAL MACHINERY AND EQUIPMENT AND PARTS THEREOF; SOUND RECORDERS AND REPRODUCERS, TELEVISION IMAGE AND SOUND RECORDERS AND REPRODUCERS, AND PARTS AND ACCESSORIES OF SUCH ARTICLES	89721	3776846	Export
26441	SK	BY	Road	SK-BY	2018	2	 86 - RAILWAY OR TRAMWAY LOCOMOTIVES, ROLLING STOCK AND PARTS THEREOF; RAILWAY OR TRAMWAY TRACK FIXTURES AND FITTINGS AND PARTS THEREOF; MECHANICAL (INCLUDING ELECTROMECHANICAL) TRAFFIC SIGNALLING EQUIPMENT OF ALL KINDS	348	14283	Export
26442	SK	BY	Road	SK-BY	2018	2	 87 - VEHICLES OTHER THAN RAILWAY OR TRAMWAY ROLLING STOCK, AND PARTS AND ACCESSORIES THEREOF	1412638	10284754	Export
26443	SK	BY	Road	SK-BY	2018	2	 88 - AIRCRAFT, SPACECRAFT, AND PARTS THEREOF	3	628	Export
